idZone,nameZone,idQuartier,piece,epoque,type,annee,ref,refmin,refmaj
4,Archives,11,1 pièce,avant 1946,Non meublée,2015,27.8,19.5,33.4
4,Sainte-Avoie,12,1 pièce,avant 1946,Non meublée,2015,27.8,19.5,33.4
4,Saint-Gervais,14,1 pièce,avant 1946,Non meublée,2015,27.8,19.5,33.4
4,Saint-Victor,17,1 pièce,avant 1946,Non meublée,2015,27.8,19.5,33.4
4,Val-de-Grace,19,1 pièce,avant 1946,Non meublée,2015,27.8,19.5,33.4
4,Sorbonne,20,1 pièce,avant 1946,Non meublée,2015,27.8,19.5,33.4
5,Halles,2,1 pièce,avant 1946,Non meublée,2015,28.7,20.1,34.4
5,Saint-Georges,33,1 pièce,avant 1946,Non meublée,2015,28.7,20.1,34.4
5,Faubourg-Montmartre,35,1 pièce,avant 1946,Non meublée,2015,28.7,20.1,34.4
5,Rochechouart,36,1 pièce,avant 1946,Non meublée,2015,28.7,20.1,34.4
5,Saint-Vincent-de-Paul,37,1 pièce,avant 1946,Non meublée,2015,28.7,20.1,34.4
5,Porte-Saint-Denis,38,1 pièce,avant 1946,Non meublée,2015,28.7,20.1,34.4
5,Croulebarbe,52,1 pièce,avant 1946,Non meublée,2015,28.7,20.1,34.4
5,Montparnasse,53,1 pièce,avant 1946,Non meublée,2015,28.7,20.1,34.4
6,Necker,58,1 pièce,avant 1946,Non meublée,2015,26.7,18.7,32.0
6,Ternes,65,1 pièce,avant 1946,Non meublée,2015,26.7,18.7,32.0
6,Plaine de Monceau,66,1 pièce,avant 1946,Non meublée,2015,26.7,18.7,32.0
7,Grenelle,59,1 pièce,avant 1946,Non meublée,2015,26.4,18.5,31.7
7,Javel,60,1 pièce,avant 1946,Non meublée,2015,26.4,18.5,31.7
7,Auteuil,61,1 pièce,avant 1946,Non meublée,2015,26.4,18.5,31.7
8,Saint-Lambert,57,1 pièce,avant 1946,Non meublée,2015,25.9,18.1,31.1
9,Picpus,46,1 pièce,avant 1946,Non meublée,2015,25.2,17.6,30.2
9,Grandes-Carrières,69,1 pièce,avant 1946,Non meublée,2015,25.2,17.6,30.2
9,Clignancourt,70,1 pièce,avant 1946,Non meublée,2015,25.2,17.6,30.2
10,Jardin-des-Plantes,18,1 pièce,avant 1946,Non meublée,2015,27.0,18.9,32.4
10,Saint-Ambroise,42,1 pièce,avant 1946,Non meublée,2015,27.0,18.9,32.4
10,Sainte-Marguerite,44,1 pièce,avant 1946,Non meublée,2015,27.0,18.9,32.4
10,Salpétrière,49,1 pièce,avant 1946,Non meublée,2015,27.0,18.9,32.4
10,Petit-Montrouge,55,1 pièce,avant 1946,Non meublée,2015,27.0,18.9,32.4
10,Batignolles,67,1 pièce,avant 1946,Non meublée,2015,27.0,18.9,32.4
11,Porte-Saint-Martin,39,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
11,Hôpital-Saint-Louis,40,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
11,Folie-Méricourt,41,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
11,Roquette,43,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
11,Quinze-Vingts,48,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
11,Parc-de-Montsouris,54,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
11,Epinettes,68,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
11,Goutte-d'Or,71,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
11,Belleville,77,1 pièce,avant 1946,Non meublée,2015,28.2,19.7,33.8
12,Maison-Blanche,51,1 pièce,avant 1946,Non meublée,2015,29.4,20.6,35.3
12,Plaisance,56,1 pièce,avant 1946,Non meublée,2015,29.4,20.6,35.3
13,Gare,50,1 pièce,avant 1946,Non meublée,2015,25.0,17.5,30.0
13,La Chapelle,72,1 pièce,avant 1946,Non meublée,2015,25.0,17.5,30.0
13,Villette,73,1 pièce,avant 1946,Non meublée,2015,25.0,17.5,30.0
13,Pont-de-Flandre,74,1 pièce,avant 1946,Non meublée,2015,25.0,17.5,30.0
13,Amérique,75,1 pièce,avant 1946,Non meublée,2015,25.0,17.5,30.0
13,Saint-Fargeau,78,1 pièce,avant 1946,Non meublée,2015,25.0,17.5,30.0
13,Charonne,80,1 pièce,avant 1946,Non meublée,2015,25.0,17.5,30.0
14,Bel-Air,45,1 pièce,avant 1946,Non meublée,2015,24.4,17.1,29.3
14,Bercy,47,1 pièce,avant 1946,Non meublée,2015,24.4,17.1,29.3
14,Combat,76,1 pièce,avant 1946,Non meublée,2015,24.4,17.1,29.3
14,Père-Lachaise,79,1 pièce,avant 1946,Non meublée,2015,24.4,17.1,29.3
1,Notre-Dame-des-Champs,23,1 pièce,avant 1946,Non meublée,2016,31.6,22.1,37.9
1,Saint-Thomas-d'Aquin,25,1 pièce,avant 1946,Non meublée,2016,31.6,22.1,37.9
1,Invalides,26,1 pièce,avant 1946,Non meublée,2016,31.6,22.1,37.9
1,Ecole-Militaire,27,1 pièce,avant 1946,Non meublée,2016,31.6,22.1,37.9
1,Gros-Caillou,28,1 pièce,avant 1946,Non meublée,2016,31.6,22.1,37.9
2,St-Germain-l'Auxerrois,1,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
2,Palais-Royal,3,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
2,Place-Vendôme,4,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
2,Gaillon,5,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
2,Saint-Merri,13,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
2,Arsenal,15,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
2,Notre-Dame,16,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
2,Monnaie,21,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
2,Odeon,22,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
2,Saint-Germain-des-Près,24,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
2,Champs-Elysés,29,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
2,Faubourg-du-Roule,30,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
2,Madeleine,31,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
2,Chaussée d'Antin,34,1 pièce,avant 1946,Non meublée,2016,30.5,21.4,36.6
3,Europe,32,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
3,Muette,62,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
3,Porte-Dauphine,63,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
3,Chaillot,64,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
4,Vivienne,6,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
4,Mail,7,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
4,Bonne-Nouvelle,8,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
4,Arts-et-Metiers,9,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
4,Enfants-Rouges,10,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
4,Archives,11,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
4,Sainte-Avoie,12,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
4,Saint-Gervais,14,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
4,Saint-Victor,17,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
4,Val-de-Grace,19,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
4,Sorbonne,20,1 pièce,avant 1946,Non meublée,2016,29.7,20.8,35.6
5,Halles,2,1 pièce,avant 1946,Non meublée,2016,29.0,20.3,34.8
5,Saint-Georges,33,1 pièce,avant 1946,Non meublée,2016,29.0,20.3,34.8
5,Faubourg-Montmartre,35,1 pièce,avant 1946,Non meublée,2016,29.0,20.3,34.8
5,Rochechouart,36,1 pièce,avant 1946,Non meublée,2016,29.0,20.3,34.8
5,Saint-Vincent-de-Paul,37,1 pièce,avant 1946,Non meublée,2016,29.0,20.3,34.8
5,Porte-Saint-Denis,38,1 pièce,avant 1946,Non meublée,2016,29.0,20.3,34.8
5,Croulebarbe,52,1 pièce,avant 1946,Non meublée,2016,29.0,20.3,34.8
5,Montparnasse,53,1 pièce,avant 1946,Non meublée,2016,29.0,20.3,34.8
6,Necker,58,1 pièce,avant 1946,Non meublée,2016,27.1,19.0,32.5
6,Ternes,65,1 pièce,avant 1946,Non meublée,2016,27.1,19.0,32.5
6,Plaine de Monceau,66,1 pièce,avant 1946,Non meublée,2016,27.1,19.0,32.5
7,Grenelle,59,1 pièce,avant 1946,Non meublée,2016,25.7,18.0,30.8
7,Javel,60,1 pièce,avant 1946,Non meublée,2016,25.7,18.0,30.8
7,Auteuil,61,1 pièce,avant 1946,Non meublée,2016,25.7,18.0,30.8
8,Saint-Lambert,57,1 pièce,avant 1946,Non meublée,2016,27.0,18.9,32.4
9,Picpus,46,1 pièce,avant 1946,Non meublée,2016,25.6,17.9,30.7
9,Grandes-Carrières,69,1 pièce,avant 1946,Non meublée,2016,25.6,17.9,30.7
9,Clignancourt,70,1 pièce,avant 1946,Non meublée,2016,25.6,17.9,30.7
10,Jardin-des-Plantes,18,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
10,Saint-Ambroise,42,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
10,Sainte-Marguerite,44,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
10,Salpétrière,49,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
10,Petit-Montrouge,55,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
10,Batignolles,67,1 pièce,avant 1946,Non meublée,2016,26.9,18.8,32.3
11,Porte-Saint-Martin,39,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
11,Hôpital-Saint-Louis,40,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
11,Folie-Méricourt,41,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
11,Roquette,43,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
11,Quinze-Vingts,48,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
11,Parc-de-Montsouris,54,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
11,Epinettes,68,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
11,Goutte-d'Or,71,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
11,Belleville,77,1 pièce,avant 1946,Non meublée,2016,28.8,20.2,34.6
12,Maison-Blanche,51,1 pièce,avant 1946,Non meublée,2016,29.4,20.6,35.3
12,Plaisance,56,1 pièce,avant 1946,Non meublée,2016,29.4,20.6,35.3
13,Gare,50,1 pièce,avant 1946,Non meublée,2016,24.5,17.2,29.4
13,La Chapelle,72,1 pièce,avant 1946,Non meublée,2016,24.5,17.2,29.4
13,Villette,73,1 pièce,avant 1946,Non meublée,2016,24.5,17.2,29.4
13,Pont-de-Flandre,74,1 pièce,avant 1946,Non meublée,2016,24.5,17.2,29.4
13,Amérique,75,1 pièce,avant 1946,Non meublée,2016,24.5,17.2,29.4
13,Saint-Fargeau,78,1 pièce,avant 1946,Non meublée,2016,24.5,17.2,29.4
13,Charonne,80,1 pièce,avant 1946,Non meublée,2016,24.5,17.2,29.4
14,Bel-Air,45,1 pièce,avant 1946,Non meublée,2016,25.8,18.1,31.0
14,Bercy,47,1 pièce,avant 1946,Non meublée,2016,25.8,18.1,31.0
14,Combat,76,1 pièce,avant 1946,Non meublée,2016,25.8,18.1,31.0
14,Père-Lachaise,79,1 pièce,avant 1946,Non meublée,2016,25.8,18.1,31.0
1,Notre-Dame-des-Champs,23,1 pièce,avant 1946,Meublée,2015,34.7,24.3,41.6
1,Saint-Thomas-d'Aquin,25,1 pièce,avant 1946,Meublée,2015,34.7,24.3,41.6
1,Invalides,26,1 pièce,avant 1946,Meublée,2015,34.7,24.3,41.6
1,Ecole-Militaire,27,1 pièce,avant 1946,Meublée,2015,34.7,24.3,41.6
1,Gros-Caillou,28,1 pièce,avant 1946,Meublée,2015,34.7,24.3,41.6
2,St-Germain-l'Auxerrois,1,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
2,Palais-Royal,3,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
2,Place-Vendôme,4,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
2,Gaillon,5,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
2,Saint-Merri,13,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
2,Arsenal,15,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
2,Notre-Dame,16,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
2,Monnaie,21,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
2,Odeon,22,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
2,Saint-Germain-des-Près,24,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
2,Champs-Elysés,29,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
2,Faubourg-du-Roule,30,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
2,Madeleine,31,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
2,Chaussée d'Antin,34,1 pièce,avant 1946,Meublée,2015,33.6,23.5,40.3
3,Europe,32,1 pièce,avant 1946,Meublée,2015,29.6,20.7,35.5
3,Muette,62,1 pièce,avant 1946,Meublée,2015,29.6,20.7,35.5
3,Porte-Dauphine,63,1 pièce,avant 1946,Meublée,2015,29.6,20.7,35.5
3,Chaillot,64,1 pièce,avant 1946,Meublée,2015,29.6,20.7,35.5
4,Vivienne,6,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
4,Mail,7,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
4,Bonne-Nouvelle,8,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
4,Arts-et-Metiers,9,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
4,Enfants-Rouges,10,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
4,Archives,11,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
4,Sainte-Avoie,12,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
4,Saint-Gervais,14,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
4,Saint-Victor,17,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
4,Val-de-Grace,19,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
4,Sorbonne,20,1 pièce,avant 1946,Meublée,2015,30.9,21.6,37.1
5,Halles,2,1 pièce,avant 1946,Meublée,2015,31.9,22.3,38.3
5,Saint-Georges,33,1 pièce,avant 1946,Meublée,2015,31.9,22.3,38.3
5,Faubourg-Montmartre,35,1 pièce,avant 1946,Meublée,2015,31.9,22.3,38.3
5,Rochechouart,36,1 pièce,avant 1946,Meublée,2015,31.9,22.3,38.3
5,Saint-Vincent-de-Paul,37,1 pièce,avant 1946,Meublée,2015,31.9,22.3,38.3
5,Porte-Saint-Denis,38,1 pièce,avant 1946,Meublée,2015,31.9,22.3,38.3
5,Croulebarbe,52,1 pièce,avant 1946,Meublée,2015,31.9,22.3,38.3
5,Montparnasse,53,1 pièce,avant 1946,Meublée,2015,31.9,22.3,38.3
6,Necker,58,1 pièce,avant 1946,Meublée,2015,29.6,20.7,35.5
6,Ternes,65,1 pièce,avant 1946,Meublée,2015,29.6,20.7,35.5
6,Plaine de Monceau,66,1 pièce,avant 1946,Meublée,2015,29.6,20.7,35.5
7,Grenelle,59,1 pièce,avant 1946,Meublée,2015,29.3,20.5,35.2
7,Javel,60,1 pièce,avant 1946,Meublée,2015,29.3,20.5,35.2
7,Auteuil,61,1 pièce,avant 1946,Meublée,2015,29.3,20.5,35.2
8,Saint-Lambert,57,1 pièce,avant 1946,Meublée,2015,28.7,20.1,34.4
9,Picpus,46,1 pièce,avant 1946,Meublée,2015,28.0,19.6,33.6
9,Grandes-Carrières,69,1 pièce,avant 1946,Meublée,2015,28.0,19.6,33.6
9,Clignancourt,70,1 pièce,avant 1946,Meublée,2015,28.0,19.6,33.6
10,Jardin-des-Plantes,18,1 pièce,avant 1946,Meublée,2015,30.0,21.0,36.0
10,Saint-Ambroise,42,1 pièce,avant 1946,Meublée,2015,30.0,21.0,36.0
10,Sainte-Marguerite,44,1 pièce,avant 1946,Meublée,2015,30.0,21.0,36.0
10,Salpétrière,49,1 pièce,avant 1946,Meublée,2015,30.0,21.0,36.0
10,Petit-Montrouge,55,1 pièce,avant 1946,Meublée,2015,30.0,21.0,36.0
10,Batignolles,67,1 pièce,avant 1946,Meublée,2015,30.0,21.0,36.0
11,Porte-Saint-Martin,39,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
11,Hôpital-Saint-Louis,40,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
11,Folie-Méricourt,41,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
11,Roquette,43,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
11,Quinze-Vingts,48,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
11,Parc-de-Montsouris,54,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
11,Epinettes,68,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
11,Goutte-d'Or,71,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
11,Belleville,77,1 pièce,avant 1946,Meublée,2015,31.3,21.9,37.6
12,Maison-Blanche,51,1 pièce,avant 1946,Meublée,2015,32.6,22.8,39.1
12,Plaisance,56,1 pièce,avant 1946,Meublée,2015,32.6,22.8,39.1
13,Gare,50,1 pièce,avant 1946,Meublée,2015,27.8,19.5,33.4
13,La Chapelle,72,1 pièce,avant 1946,Meublée,2015,27.8,19.5,33.4
13,Villette,73,1 pièce,avant 1946,Meublée,2015,27.8,19.5,33.4
13,Pont-de-Flandre,74,1 pièce,avant 1946,Meublée,2015,27.8,19.5,33.4
13,Amérique,75,1 pièce,avant 1946,Meublée,2015,27.8,19.5,33.4
13,Saint-Fargeau,78,1 pièce,avant 1946,Meublée,2015,27.8,19.5,33.4
13,Charonne,80,1 pièce,avant 1946,Meublée,2015,27.8,19.5,33.4
14,Bel-Air,45,1 pièce,avant 1946,Meublée,2015,27.1,19.0,32.5
14,Bercy,47,1 pièce,avant 1946,Meublée,2015,27.1,19.0,32.5
14,Combat,76,1 pièce,avant 1946,Meublée,2015,27.1,19.0,32.5
14,Père-Lachaise,79,1 pièce,avant 1946,Meublée,2015,27.1,19.0,32.5
1,Notre-Dame-des-Champs,23,1 pièce,avant 1946,Meublée,2016,35.4,24.8,42.5
1,Saint-Thomas-d'Aquin,25,1 pièce,avant 1946,Meublée,2016,35.4,24.8,42.5
1,Invalides,26,1 pièce,avant 1946,Meublée,2016,35.4,24.8,42.5
1,Ecole-Militaire,27,1 pièce,avant 1946,Meublée,2016,35.4,24.8,42.5
1,Gros-Caillou,28,1 pièce,avant 1946,Meublée,2016,35.4,24.8,42.5
2,St-Germain-l'Auxerrois,1,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
2,Palais-Royal,3,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
2,Place-Vendôme,4,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
2,Gaillon,5,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
2,Saint-Merri,13,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
2,Arsenal,15,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
2,Notre-Dame,16,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
2,Monnaie,21,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
2,Odeon,22,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
2,Saint-Germain-des-Près,24,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
2,Champs-Elysés,29,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
2,Faubourg-du-Roule,30,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
2,Madeleine,31,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
2,Chaussée d'Antin,34,1 pièce,avant 1946,Meublée,2016,34.2,23.9,41.0
3,Europe,32,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
3,Muette,62,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
3,Porte-Dauphine,63,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
3,Chaillot,64,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
4,Vivienne,6,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
4,Mail,7,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
4,Bonne-Nouvelle,8,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
4,Arts-et-Metiers,9,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
4,Enfants-Rouges,10,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
4,Archives,11,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
4,Sainte-Avoie,12,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
4,Saint-Gervais,14,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
4,Saint-Victor,17,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
4,Val-de-Grace,19,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
4,Sorbonne,20,1 pièce,avant 1946,Meublée,2016,33.3,23.3,40.0
5,Halles,2,1 pièce,avant 1946,Meublée,2016,32.5,22.8,39.0
5,Saint-Georges,33,1 pièce,avant 1946,Meublée,2016,32.5,22.8,39.0
5,Faubourg-Montmartre,35,1 pièce,avant 1946,Meublée,2016,32.5,22.8,39.0
5,Rochechouart,36,1 pièce,avant 1946,Meublée,2016,32.5,22.8,39.0
5,Saint-Vincent-de-Paul,37,1 pièce,avant 1946,Meublée,2016,32.5,22.8,39.0
5,Porte-Saint-Denis,38,1 pièce,avant 1946,Meublée,2016,32.5,22.8,39.0
5,Croulebarbe,52,1 pièce,avant 1946,Meublée,2016,32.5,22.8,39.0
5,Montparnasse,53,1 pièce,avant 1946,Meublée,2016,32.5,22.8,39.0
6,Necker,58,1 pièce,avant 1946,Meublée,2016,30.4,21.3,36.5
6,Ternes,65,1 pièce,avant 1946,Meublée,2016,30.4,21.3,36.5
6,Plaine de Monceau,66,1 pièce,avant 1946,Meublée,2016,30.4,21.3,36.5
7,Grenelle,59,1 pièce,avant 1946,Meublée,2016,28.8,20.2,34.6
7,Javel,60,1 pièce,avant 1946,Meublée,2016,28.8,20.2,34.6
7,Auteuil,61,1 pièce,avant 1946,Meublée,2016,28.8,20.2,34.6
8,Saint-Lambert,57,1 pièce,avant 1946,Meublée,2016,30.2,21.1,36.2
9,Picpus,46,1 pièce,avant 1946,Meublée,2016,28.7,20.1,34.4
9,Grandes-Carrières,69,1 pièce,avant 1946,Meublée,2016,28.7,20.1,34.4
9,Clignancourt,70,1 pièce,avant 1946,Meublée,2016,28.7,20.1,34.4
10,Jardin-des-Plantes,18,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
10,Saint-Ambroise,42,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
10,Sainte-Marguerite,44,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
10,Salpétrière,49,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
10,Petit-Montrouge,55,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
10,Batignolles,67,1 pièce,avant 1946,Meublée,2016,30.1,21.1,36.1
11,Porte-Saint-Martin,39,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
11,Hôpital-Saint-Louis,40,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
11,Folie-Méricourt,41,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
11,Roquette,43,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
11,Quinze-Vingts,48,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
11,Parc-de-Montsouris,54,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
11,Epinettes,68,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
11,Goutte-d'Or,71,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
11,Belleville,77,1 pièce,avant 1946,Meublée,2016,32.3,22.6,38.8
12,Maison-Blanche,51,1 pièce,avant 1946,Meublée,2016,32.9,23.0,39.5
12,Plaisance,56,1 pièce,avant 1946,Meublée,2016,32.9,23.0,39.5
13,Gare,50,1 pièce,avant 1946,Meublée,2016,27.4,19.2,32.9
13,La Chapelle,72,1 pièce,avant 1946,Meublée,2016,27.4,19.2,32.9
